"xPYMid","FKxPYMxPJGprojectionGroup","FKxPYMzMNTmonth","FKxPYMeENTbuilder","xPYMyear","Rep_YearID","Prior_Year_ID","xPYMdirtStartMan","xPYMdirtStartCalc","xPYMdirtStart","xPYMlotStartMan","xPYMlotStartCalc","xPYMlotStart","xPYMinvStart","xPYMsalesGoalLock","xPYMsalesGoal","xPYMsalesPlanLock","xPYMsalesPlan","xPYMsalesAct","xPYMsalesSupp","xPYMlotsDevPlanLock","xPYMlotsDevPlan","xPYMlotsDevAct","xPYMlotsDevSupp","xPYMdirtEndMan","xPYMdirtEndCal","xPYMdirtEnd","Expr1027","xPYMlotsEndCal","xPYMlotsEndMan","xPYMlotsEnd","xPYMlotsEndCalcSpec","xPYMlotsEndCalcAvail","xPYMinvEnd","xPYMclosingsGoalLock","xPYMclosingsGoal","xPYMclosingsPlanLock","xPYMclosingsPlan","xPYMclosingsAct","xPYMdigPlanLock","xPYMdigPlan","xPYMdigAct","xPYMtdownPlanLock","xPYMtdownPlan","xPYMtdownAct","xPYMtdownReqCP","xPYMstartsPlanLock","xPYMstartsPlan","xPYMstartsAct","xPYMlotRevA","xPYMhomeRevA","xPYMinvEndINT","xPYMinvEndEXT"
37780,127,10,188,2036,"127-188-2036-10","127-188-2036-09",,30,30,,1,1,31,,,,,,,,10,,,,20.00,20.00,,11.00,,"11",0,11,31.00,,,,,,,,,,,,,,,,,,0.00,31.00
37779,127,11,188,2036,"127-188-2036-11","127-188-2036-10",,20,20,,11,11,31,,,,1,,,,,,,,20.00,20.00,,10.00,,"10",0,10,30.00,,,,,,,,,,,,,,,,,,0.00,30.00
37777,127,12,188,2036,"127-188-2036-12","127-188-2036-11",,20,20,,10,10,30,,,,,,,,,,,,20.00,20.00,,10.00,,"10",0,10,30.00,,,,,,,,,,,,,,,,,,0.00,30.00
37798,127,1,188,2037,"127-188-2037-01","127-188-2036-12",,20,20,,10,10,30,,,,,,,,,,,,20.00,20.00,,10.00,,"10",0,10,30.00,,,,,,,,,,,,,,,,,,0.00,30.00
37799,127,2,188,2037,"127-188-2037-02","127-188-2037-01",,20,20,,10,10,30,,,,1,,,,,,,,20.00,20.00,,9.00,,"9",0,9,29.00,,,,,,,,,,,,,,,,,,0.00,29.00
37797,127,3,188,2037,"127-188-2037-03","127-188-2037-02",,20,20,,9,9,29,,,,1,,,,,,,,20.00,20.00,,8.00,,"8",0,8,28.00,,,,,,,,,,,,,,,,,,0.00,28.00
37796,127,4,188,2037,"127-188-2037-04","127-188-2037-03",,20,20,,8,8,28,,,,1,,,,,,,,20.00,20.00,,7.00,,"7",0,7,27.00,,,,,,,,,,,,,,,,,,0.00,27.00
37795,127,5,188,2037,"127-188-2037-05","127-188-2037-04",,20,20,,7,7,27,,,,2,,,,,,,,20.00,20.00,,5.00,,"5",0,5,25.00,,,,,,,,,,,,,,,,,,0.00,25.00
37794,127,6,188,2037,"127-188-2037-06","127-188-2037-05",,20,20,,5,5,25,,,,1,,,,,,,,20.00,20.00,,4.00,,"4",0,4,24.00,,,,,,,,,,,,,,,,,,0.00,24.00
37800,127,7,188,2037,"127-188-2037-07","127-188-2037-06",,20,20,,4,4,24,,,,1,,,,,,,,20.00,20.00,,3.00,,"3",0,3,23.00,,,,,,,,,,,,,,,,,,0.00,23.00
37790,127,8,188,2037,"127-188-2037-08","127-188-2037-07",,20,20,,3,3,23,,,,1,,,,,,,,20.00,20.00,,2.00,,"2",0,2,22.00,,,,,,,,,,,,,,,,,,0.00,22.00
37793,127,9,188,2037,"127-188-2037-09","127-188-2037-08",,20,20,,2,2,22,,,,1,,,,,,,,20.00,20.00,,1.00,,"1",0,1,21.00,,,,,,,,,,,,,,,,,,0.00,21.00
37792,127,10,188,2037,"127-188-2037-10","127-188-2037-09",,20,20,,1,1,21,,,,,,,,10,,,,10.00,10.00,,11.00,,"11",0,11,21.00,,,,,,,,,,,,,,,,,,0.00,21.00
37791,127,11,188,2037,"127-188-2037-11","127-188-2037-10",,10,10,,11,11,21,,,,1,,,,,,,,10.00,10.00,,10.00,,"10",0,10,20.00,,,,,,,,,,,,,,,,,,0.00,20.00
37789,127,12,188,2037,"127-188-2037-12","127-188-2037-11",,10,10,,10,10,20,,,,,,,,,,,,10.00,10.00,,10.00,,"10",0,10,20.00,,,,,,,,,,,,,,,,,,0.00,20.00
37810,127,1,188,2038,"127-188-2038-01","127-188-2037-12",,10,10,,10,10,20,,,,,,,,,,,,10.00,10.00,,10.00,,"10",0,10,20.00,,,,,,,,,,,,,,,,,,0.00,20.00
37811,127,2,188,2038,"127-188-2038-02","127-188-2038-01",,10,10,,10,10,20,,,,1,,,,,,,,10.00,10.00,,9.00,,"9",0,9,19.00,,,,,,,,,,,,,,,,,,0.00,19.00
37809,127,3,188,2038,"127-188-2038-03","127-188-2038-02",,10,10,,9,9,19,,,,1,,,,,,,,10.00,10.00,,8.00,,"8",0,8,18.00,,,,,,,,,,,,,,,,,,0.00,18.00
37808,127,4,188,2038,"127-188-2038-04","127-188-2038-03",,10,10,,8,8,18,,,,1,,,,,,,,10.00,10.00,,7.00,,"7",0,7,17.00,,,,,,,,,,,,,,,,,,0.00,17.00
37807,127,5,188,2038,"127-188-2038-05","127-188-2038-04",,10,10,,7,7,17,,,,2,,,,,,,,10.00,10.00,,5.00,,"5",0,5,15.00,,,,,,,,,,,,,,,,,,0.00,15.00
37806,127,6,188,2038,"127-188-2038-06","127-188-2038-05",,10,10,,5,5,15,,,,1,,,,,,,,10.00,10.00,,4.00,,"4",0,4,14.00,,,,,,,,,,,,,,,,,,0.00,14.00
37812,127,7,188,2038,"127-188-2038-07","127-188-2038-06",,10,10,,4,4,14,,,,1,,,,,,,,10.00,10.00,,3.00,,"3",0,3,13.00,,,,,,,,,,,,,,,,,,0.00,13.00
37802,127,8,188,2038,"127-188-2038-08","127-188-2038-07",,10,10,,3,3,13,,,,1,,,,,,,,10.00,10.00,,2.00,,"2",0,2,12.00,,,,,,,,,,,,,,,,,,0.00,12.00
37805,127,9,188,2038,"127-188-2038-09","127-188-2038-08",,10,10,,2,2,12,,,,1,,,,,,,,10.00,10.00,,1.00,,"1",0,1,11.00,,,,,,,,,,,,,,,,,,0.00,11.00
37804,127,10,188,2038,"127-188-2038-10","127-188-2038-09",,10,10,,1,1,11,,,,,,,,10,,,,0.00,0.00,,11.00,,"11",0,11,11.00,,,,,,,,,,,,,,,,,,0.00,11.00
37803,127,11,188,2038,"127-188-2038-11","127-188-2038-10",,0,0,,11,11,11,,,,1,,,,,,,,0.00,0.00,,10.00,,"10",0,10,10.00,,,,,,,,,,,,,,,,,,0.00,10.00
37801,127,12,188,2038,"127-188-2038-12","127-188-2038-11",,0,0,,10,10,10,,,,,,,,,,,,0.00,0.00,,10.00,,"10",0,10,10.00,,,,,,,,,,,,,,,,,,0.00,10.00
37834,127,1,188,2039,"127-188-2039-01","127-188-2038-12",,0,0,,10,10,10,,,,,,,,,,,,0.00,0.00,,10.00,,"10",0,10,10.00,,,,,,,,,,,,,,,,,,0.00,10.00
37835,127,2,188,2039,"127-188-2039-02","127-188-2039-01",,0,0,,10,10,10,,,,1,,,,,,,,0.00,0.00,,9.00,,"9",0,9,9.00,,,,,,,,,,,,,,,,,,0.00,9.00
37833,127,3,188,2039,"127-188-2039-03","127-188-2039-02",,0,0,,9,9,9,,,,1,,,,,,,,0.00,0.00,,8.00,,"8",0,8,8.00,,,,,,,,,,,,,,,,,,0.00,8.00
37832,127,4,188,2039,"127-188-2039-04","127-188-2039-03",,0,0,,8,8,8,,,,1,,,,,,,,0.00,0.00,,7.00,,"7",0,7,7.00,,,,,,,,,,,,,,,,,,0.00,7.00
37831,127,5,188,2039,"127-188-2039-05","127-188-2039-04",,0,0,,7,7,7,,,,2,,,,,,,,0.00,0.00,,5.00,,"5",0,5,5.00,,,,,,,,,,,,,,,,,,0.00,5.00
37830,127,6,188,2039,"127-188-2039-06","127-188-2039-05",,0,0,,5,5,5,,,,1,,,,,,,,0.00,0.00,,4.00,,"4",0,4,4.00,,,,,,,,,,,,,,,,,,0.00,4.00
37836,127,7,188,2039,"127-188-2039-07","127-188-2039-06",,0,0,,4,4,4,,,,1,,,,,,,,0.00,0.00,,3.00,,"3",0,3,3.00,,,,,,,,,,,,,,,,,,0.00,3.00
37826,127,8,188,2039,"127-188-2039-08","127-188-2039-07",,0,0,,3,3,3,,,,1,,,,,,,,0.00,0.00,,2.00,,"2",0,2,2.00,,,,,,,,,,,,,,,,,,0.00,2.00
37829,127,9,188,2039,"127-188-2039-09","127-188-2039-08",,0,0,,2,2,2,,,,1,,,,,,,,0.00,0.00,,1.00,,"1",0,1,1.00,,,,,,,,,,,,,,,,,,0.00,1.00
37828,127,10,188,2039,"127-188-2039-10","127-188-2039-09",,0,0,,1,1,1,,,,,,,,,,,,0.00,0.00,,1.00,,"1",0,1,1.00,,,,,,,,,,,,,,,,,,0.00,1.00
37827,127,11,188,2039,"127-188-2039-11","127-188-2039-10",,0,0,,1,1,1,,,,1,,,,,,,,0.00,0.00,,0.00,,"0",0,0,0.00,,,,,,,,,,,,,,,,,,0.00,0.00
37825,127,12,188,2039,"127-188-2039-12","127-188-2039-11",,0,0,,0,0,0,,,,,,,,,,,,0.00,0.00,,0.00,,"0",0,0,0.00,,,,,,,,,,,,,,,,,,0.00,0.00
37839,127,1,189,2026,"127-189-2026-01","127-189-2025-12",200,,200,,,0,200,,,,,,,,,,,,200.00,200.00,,0.00,,"0",0,0,200.00,,,,,,,,,,,,,,,,,,0.00,200.00
37840,127,2,189,2026,"127-189-2026-02","127-189-2026-01",,200,200,,0,0,200,,,,,,,,,,,,200.00,200.00,,0.00,,"0",0,0,200.00,,,,,,,,,,,,,,,,,,0.00,200.00
37848,127,3,189,2026,"127-189-2026-03","127-189-2026-02",,200,200,,0,0,200,,,,,,,,,,,,200.00,200.00,,0.00,,"0",0,0,200.00,,,,,,,,,,,,,,,,,,0.00,200.00
37841,127,4,189,2026,"127-189-2026-04","127-189-2026-03",,200,200,,0,0,200,,,,,,,,,,,,200.00,200.00,,0.00,,"0",0,0,200.00,,,,,,,,,,,,,,,,,,0.00,200.00
37837,127,5,189,2026,"127-189-2026-05","127-189-2026-04",,200,200,,0,0,200,,,,,,,,,,,,200.00,200.00,,0.00,,"0",0,0,200.00,,,,,,,,,,,,,,,,,,0.00,200.00
37842,127,6,189,2026,"127-189-2026-06","127-189-2026-05",,200,200,,0,0,200,,,,,,,,,,,,200.00,200.00,,0.00,,"0",0,0,200.00,,,,,,,,,,,,,,,,,,0.00,200.00
37843,127,7,189,2026,"127-189-2026-07","127-189-2026-06",,200,200,,0,0,200,,,,,,,,,,,,200.00,200.00,,0.00,,"0",0,0,200.00,,,,,,,,,,,,,,,,,,0.00,200.00
37844,127,8,189,2026,"127-189-2026-08","127-189-2026-07",,200,200,,0,0,200,,,,,,,,,,,,200.00,200.00,,0.00,,"0",0,0,200.00,,,,,,,,,,,,,,,,,,0.00,200.00
37845,127,9,189,2026,"127-189-2026-09","127-189-2026-08",,200,200,,0,0,200,,,,,,,,,,,,200.00,200.00,,0.00,,"0",0,0,200.00,,,,,,,,,,,,,,,,,,0.00,200.00
37846,127,10,189,2026,"127-189-2026-10","127-189-2026-09",,200,200,,0,0,200,,,,,,,,,,,,200.00,200.00,,0.00,,"0",0,0,200.00,,,,,,,,,,,,,,,,,,0.00,200.00
37847,127,11,189,2026,"127-189-2026-11","127-189-2026-10",,200,200,,0,0,200,,,,,,,,,,,,200.00,200.00,,0.00,,"0",0,0,200.00,,,,,,,,,,,,,,,,,,0.00,200.00
37838,127,12,189,2026,"127-189-2026-12","127-189-2026-11",,200,200,,0,0,200,,,,,,,,,,,,200.00,200.00,,0.00,,"0",0,0,200.00,,,,,,,,,,,,,,,,,,0.00,200.00
37851,127,1,189,2027,"127-189-2027-01","127-189-2026-12",,200,200,,0,0,200,,,,,,,,,,,,200.00,200.00,,0.00,,"0",0,0,200.00,,,,,,,,,,,,,,,,,,0.00,200.00
37852,127,2,189,2027,"127-189-2027-02","127-189-2027-01",,200,200,,0,0,200,,,,,,,,,,,,200.00,200.00,,0.00,,"0",0,0,200.00,,,,,,,,,,,,,,,,,,0.00,200.00
37860,127,3,189,2027,"127-189-2027-03","127-189-2027-02",,200,200,,0,0,200,,,,,,,,,,,,200.00,200.00,,0.00,,"0",0,0,200.00,,,,,,,,,,,,,,,,,,0.00,200.00
37853,127,4,189,2027,"127-189-2027-04","127-189-2027-03",,200,200,,0,0,200,,,,,,,,,,,,200.00,200.00,,0.00,,"0",0,0,200.00,,,,,,,,,,,,,,,,,,0.00,200.00
37849,127,5,189,2027,"127-189-2027-05","127-189-2027-04",,200,200,,0,0,200,,,,,,,,,,,,200.00,200.00,,0.00,,"0",0,0,200.00,,,,,,,,,,,,,,,,,,0.00,200.00
37854,127,6,189,2027,"127-189-2027-06","127-189-2027-05",,200,200,,0,0,200,,,,,,,,,,,,200.00,200.00,,0.00,,"0",0,0,200.00,,,,,,,,,,,,,,,,,,0.00,200.00
37855,127,7,189,2027,"127-189-2027-07","127-189-2027-06",,200,200,,0,0,200,,,,,,,,,,,,200.00,200.00,,0.00,,"0",0,0,200.00,,,,,,,,,,,,,,,,,,0.00,200.00
37856,127,8,189,2027,"127-189-2027-08","127-189-2027-07",,200,200,,0,0,200,,,,,,,,,,,,200.00,200.00,,0.00,,"0",0,0,200.00,,,,,,,,,,,,,,,,,,0.00,200.00
37857,127,9,189,2027,"127-189-2027-09","127-189-2027-08",,200,200,,0,0,200,,,,,,,,,,,,200.00,200.00,,0.00,,"0",0,0,200.00,,,,,,,,,,,,,,,,,,0.00,200.00
37858,127,10,189,2027,"127-189-2027-10","127-189-2027-09",,200,200,,0,0,200,,,,,,,,,,,,200.00,200.00,,0.00,,"0",0,0,200.00,,,,,,,,,,,,,,,,,,0.00,200.00
37859,127,11,189,2027,"127-189-2027-11","127-189-2027-10",,200,200,,0,0,200,,,,,,,,,,,,200.00,200.00,,0.00,,"0",0,0,200.00,,,,,,,,,,,,,,,,,,0.00,200.00
37850,127,12,189,2027,"127-189-2027-12","127-189-2027-11",,200,200,,0,0,200,,,,,,,,,,,,200.00,200.00,,0.00,,"0",0,0,200.00,,,,,,,,,,,,,,,,,,0.00,200.00
37863,127,1,189,2028,"127-189-2028-01","127-189-2027-12",,200,200,,0,0,200,,,,,,,,,,,,200.00,200.00,,0.00,,"0",0,0,200.00,,,,,,,,,,,,,,,,,,0.00,200.00
37864,127,2,189,2028,"127-189-2028-02","127-189-2028-01",,200,200,,0,0,200,,,,,,,,,,,,200.00,200.00,,0.00,,"0",0,0,200.00,,,,,,,,,,,,,,,,,,0.00,200.00
37872,127,3,189,2028,"127-189-2028-03","127-189-2028-02",,200,200,,0,0,200,,,,,,,,,,,,200.00,200.00,,0.00,,"0",0,0,200.00,,,,,,,,,,,,,,,,,,0.00,200.00
37865,127,4,189,2028,"127-189-2028-04","127-189-2028-03",,200,200,,0,0,200,,,,,,,,,,,,200.00,200.00,,0.00,,"0",0,0,200.00,,,,,,,,,,,,,,,,,,0.00,200.00
37861,127,5,189,2028,"127-189-2028-05","127-189-2028-04",,200,200,,0,0,200,,,,,,,,,,,,200.00,200.00,,0.00,,"0",0,0,200.00,,,,,,,,,,,,,,,,,,0.00,200.00
37866,127,6,189,2028,"127-189-2028-06","127-189-2028-05",,200,200,,0,0,200,,,,,,,,,,,,200.00,200.00,,0.00,,"0",0,0,200.00,,,,,,,,,,,,,,,,,,0.00,200.00
37867,127,7,189,2028,"127-189-2028-07","127-189-2028-06",,200,200,,0,0,200,,,,,,,,,,,,200.00,200.00,,0.00,,"0",0,0,200.00,,,,,,,,,,,,,,,,,,0.00,200.00
37868,127,8,189,2028,"127-189-2028-08","127-189-2028-07",,200,200,,0,0,200,,,,,,,,,,,,200.00,200.00,,0.00,,"0",0,0,200.00,,,,,,,,,,,,,,,,,,0.00,200.00
37869,127,9,189,2028,"127-189-2028-09","127-189-2028-08",,200,200,,0,0,200,,,,,,,,,,,,200.00,200.00,,0.00,,"0",0,0,200.00,,,,,,,,,,,,,,,,,,0.00,200.00
37870,127,10,189,2028,"127-189-2028-10","127-189-2028-09",,200,200,,0,0,200,,,,,,,,,,,,200.00,200.00,,0.00,,"0",0,0,200.00,,,,,,,,,,,,,,,,,,0.00,200.00
37871,127,11,189,2028,"127-189-2028-11","127-189-2028-10",,200,200,,0,0,200,,,,,,,,,,,,200.00,200.00,,0.00,,"0",0,0,200.00,,,,,,,,,,,,,,,,,,0.00,200.00
37862,127,12,189,2028,"127-189-2028-12","127-189-2028-11",,200,200,,0,0,200,,,,,,,,,,,,200.00,200.00,,0.00,,"0",0,0,200.00,,,,,,,,,,,,,,,,,,0.00,200.00
37983,127,1,189,2029,"127-189-2029-01","127-189-2028-12",,200,200,,0,0,200,,,,,,,,,,,,200.00,200.00,,0.00,,"0",0,0,200.00,,,,,,,,,,,,,,,,,,0.00,200.00
37984,127,2,189,2029,"127-189-2029-02","127-189-2029-01",,200,200,,0,0,200,,,,,,,,,,,,200.00,200.00,,0.00,,"0",0,0,200.00,,,,,,,,,,,,,,,,,,0.00,200.00
37992,127,3,189,2029,"127-189-2029-03","127-189-2029-02",,200,200,,0,0,200,,,,,,,,,,,,200.00,200.00,,0.00,,"0",0,0,200.00,,,,,,,,,,,,,,,,,,0.00,200.00
37985,127,4,189,2029,"127-189-2029-04","127-189-2029-03",,200,200,,0,0,200,,,,,,,,,,,,200.00,200.00,,0.00,,"0",0,0,200.00,,,,,,,,,,,,,,,,,,0.00,200.00
37981,127,5,189,2029,"127-189-2029-05","127-189-2029-04",,200,200,,0,0,200,,,,,,,,,,,,200.00,200.00,,0.00,,"0",0,0,200.00,,,,,,,,,,,,,,,,,,0.00,200.00
37986,127,6,189,2029,"127-189-2029-06","127-189-2029-05",,200,200,,0,0,200,,,,,,,,,,,,200.00,200.00,,0.00,,"0",0,0,200.00,,,,,,,,,,,,,,,,,,0.00,200.00
37987,127,7,189,2029,"127-189-2029-07","127-189-2029-06",,200,200,,0,0,200,,,,,,,,,,,,200.00,200.00,,0.00,,"0",0,0,200.00,,,,,,,,,,,,,,,,,,0.00,200.00
37988,127,8,189,2029,"127-189-2029-08","127-189-2029-07",,200,200,,0,0,200,,,,,,,,,,,,200.00,200.00,,0.00,,"0",0,0,200.00,,,,,,,,,,,,,,,,,,0.00,200.00
37989,127,9,189,2029,"127-189-2029-09","127-189-2029-08",,200,200,,0,0,200,,,,,,,,,,,,200.00,200.00,,0.00,,"0",0,0,200.00,,,,,,,,,,,,,,,,,,0.00,200.00
37990,127,10,189,2029,"127-189-2029-10","127-189-2029-09",,200,200,,0,0,200,,,,,,,,20,,,,180.00,180.00,,20.00,,"20",0,20,200.00,,,,,,,,,,,,,,,,,,0.00,200.00
37991,127,11,189,2029,"127-189-2029-11","127-189-2029-10",,180,180,,20,20,200,,,,,,,,,,,,180.00,180.00,,20.00,,"20",0,20,200.00,,,,,,,,,,,,,,,,,,0.00,200.00
37982,127,12,189,2029,"127-189-2029-12","127-189-2029-11",,180,180,,20,20,200,,,,,,,,,,,,180.00,180.00,,20.00,,"20",0,20,200.00,,,,,,,,,,,,,,,,,,0.00,200.00
37883,127,1,189,2030,"127-189-2030-01","127-189-2029-12",,180,180,,20,20,200,,,,1,,,,,,,,180.00,180.00,,19.00,,"19",0,19,199.00,,,,,,,,,,,,,,,,,,0.00,199.00
37882,127,2,189,2030,"127-189-2030-02","127-189-2030-01",,180,180,,19,19,199,,,,2,,,,,,,,180.00,180.00,,17.00,,"17",0,17,197.00,,,,,,,,,,,,,,,,,,0.00,197.00
37881,127,3,189,2030,"127-189-2030-03","127-189-2030-02",,180,180,,17,17,197,,,,2,,,,,,,,180.00,180.00,,15.00,,"15",0,15,195.00,,,,,,,,,,,,,,,,,,0.00,195.00
37880,127,4,189,2030,"127-189-2030-04","127-189-2030-03",,180,180,,15,15,195,,,,3,,,,,,,,180.00,180.00,,12.00,,"12",0,12,192.00,,,,,,,,,,,,,,,,,,0.00,192.00
37879,127,5,189,2030,"127-189-2030-05","127-189-2030-04",,180,180,,12,12,192,,,,3,,,,,,,,180.00,180.00,,9.00,,"9",0,9,189.00,,,,,,,,,,,,,,,,,,0.00,189.00
37873,127,6,189,2030,"127-189-2030-06","127-189-2030-05",,180,180,,9,9,189,,,,2,,,,,,,,180.00,180.00,,7.00,,"7",0,7,187.00,,,,,,,,,,,,,,,,,,0.00,187.00
37877,127,7,189,2030,"127-189-2030-07","127-189-2030-06",,180,180,,7,7,187,,,,2,,,,,,,,180.00,180.00,,5.00,,"5",0,5,185.00,,,,,,,,,,,,,,,,,,0.00,185.00
37884,127,8,189,2030,"127-189-2030-08","127-189-2030-07",,180,180,,5,5,185,,,,1,,,,,,,,180.00,180.00,,4.00,,"4",0,4,184.00,,,,,,,,,,,,,,,,,,0.00,184.00
37876,127,9,189,2030,"127-189-2030-09","127-189-2030-08",,180,180,,4,4,184,,,,1,,,,,,,,180.00,180.00,,3.00,,"3",0,3,183.00,,,,,,,,,,,,,,,,,,0.00,183.00
37875,127,10,189,2030,"127-189-2030-10","127-189-2030-09",,180,180,,3,3,183,,,,1,,,,20,,,,160.00,160.00,,22.00,,"22",0,22,182.00,,,,,,,,,,,,,,,,,,0.00,182.00
37874,127,11,189,2030,"127-189-2030-11","127-189-2030-10",,160,160,,22,22,182,,,,1,,,,,,,,160.00,160.00,,21.00,,"21",0,21,181.00,,,,,,,,,,,,,,,,,,0.00,181.00
37878,127,12,189,2030,"127-189-2030-12","127-189-2030-11",,160,160,,21,21,181,,,,1,,,,,,,,160.00,160.00,,20.00,,"20",0,20,180.00,,,,,,,,,,,,,,,,,,0.00,180.00
37895,127,1,189,2031,"127-189-2031-01","127-189-2030-12",,160,160,,20,20,180,,,,1,,,,,,,,160.00,160.00,,19.00,,"19",0,19,179.00,,,,,,,,,,,,,,,,,,0.00,179.00
37894,127,2,189,2031,"127-189-2031-02","127-189-2031-01",,160,160,,19,19,179,,,,2,,,,,,,,160.00,160.00,,17.00,,"17",0,17,177.00,,,,,,,,,,,,,,,,,,0.00,177.00
37893,127,3,189,2031,"127-189-2031-03","127-189-2031-02",,160,160,,17,17,177,,,,2,,,,,,,,160.00,160.00,,15.00,,"15",0,15,175.00,,,,,,,,,,,,,,,,,,0.00,175.00
37892,127,4,189,2031,"127-189-2031-04","127-189-2031-03",,160,160,,15,15,175,,,,3,,,,,,,,160.00,160.00,,12.00,,"12",0,12,172.00,,,,,,,,,,,,,,,,,,0.00,172.00
37891,127,5,189,2031,"127-189-2031-05","127-189-2031-04",,160,160,,12,12,172,,,,3,,,,,,,,160.00,160.00,,9.00,,"9",0,9,169.00,,,,,,,,,,,,,,,,,,0.00,169.00
37885,127,6,189,2031,"127-189-2031-06","127-189-2031-05",,160,160,,9,9,169,,,,2,,,,,,,,160.00,160.00,,7.00,,"7",0,7,167.00,,,,,,,,,,,,,,,,,,0.00,167.00
37889,127,7,189,2031,"127-189-2031-07","127-189-2031-06",,160,160,,7,7,167,,,,2,,,,,,,,160.00,160.00,,5.00,,"5",0,5,165.00,,,,,,,,,,,,,,,,,,0.00,165.00
37896,127,8,189,2031,"127-189-2031-08","127-189-2031-07",,160,160,,5,5,165,,,,1,,,,,,,,160.00,160.00,,4.00,,"4",0,4,164.00,,,,,,,,,,,,,,,,,,0.00,164.00
37888,127,9,189,2031,"127-189-2031-09","127-189-2031-08",,160,160,,4,4,164,,,,1,,,,,,,,160.00,160.00,,3.00,,"3",0,3,163.00,,,,,,,,,,,,,,,,,,0.00,163.00
37887,127,10,189,2031,"127-189-2031-10","127-189-2031-09",,160,160,,3,3,163,,,,1,,,,20,,,,140.00,140.00,,22.00,,"22",0,22,162.00,,,,,,,,,,,,,,,,,,0.00,162.00
37886,127,11,189,2031,"127-189-2031-11","127-189-2031-10",,140,140,,22,22,162,,,,1,,,,,,,,140.00,140.00,,21.00,,"21",0,21,161.00,,,,,,,,,,,,,,,,,,0.00,161.00
37890,127,12,189,2031,"127-189-2031-12","127-189-2031-11",,140,140,,21,21,161,,,,1,,,,,,,,140.00,140.00,,20.00,,"20",0,20,160.00,,,,,,,,,,,,,,,,,,0.00,160.00
37907,127,1,189,2032,"127-189-2032-01","127-189-2031-12",,140,140,,20,20,160,,,,1,,,,,,,,140.00,140.00,,19.00,,"19",0,19,159.00,,,,,,,,,,,,,,,,,,0.00,159.00
37906,127,2,189,2032,"127-189-2032-02","127-189-2032-01",,140,140,,19,19,159,,,,2,,,,,,,,140.00,140.00,,17.00,,"17",0,17,157.00,,,,,,,,,,,,,,,,,,0.00,157.00
37905,127,3,189,2032,"127-189-2032-03","127-189-2032-02",,140,140,,17,17,157,,,,2,,,,,,,,140.00,140.00,,15.00,,"15",0,15,155.00,,,,,,,,,,,,,,,,,,0.00,155.00
37904,127,4,189,2032,"127-189-2032-04","127-189-2032-03",,140,140,,15,15,155,,,,3,,,,,,,,140.00,140.00,,12.00,,"12",0,12,152.00,,,,,,,,,,,,,,,,,,0.00,152.00
37903,127,5,189,2032,"127-189-2032-05","127-189-2032-04",,140,140,,12,12,152,,,,3,,,,,,,,140.00,140.00,,9.00,,"9",0,9,149.00,,,,,,,,,,,,,,,,,,0.00,149.00
37897,127,6,189,2032,"127-189-2032-06","127-189-2032-05",,140,140,,9,9,149,,,,2,,,,,,,,140.00,140.00,,7.00,,"7",0,7,147.00,,,,,,,,,,,,,,,,,,0.00,147.00
37901,127,7,189,2032,"127-189-2032-07","127-189-2032-06",,140,140,,7,7,147,,,,2,,,,,,,,140.00,140.00,,5.00,,"5",0,5,145.00,,,,,,,,,,,,,,,,,,0.00,145.00
37908,127,8,189,2032,"127-189-2032-08","127-189-2032-07",,140,140,,5,5,145,,,,1,,,,,,,,140.00,140.00,,4.00,,"4",0,4,144.00,,,,,,,,,,,,,,,,,,0.00,144.00
37900,127,9,189,2032,"127-189-2032-09","127-189-2032-08",,140,140,,4,4,144,,,,1,,,,,,,,140.00,140.00,,3.00,,"3",0,3,143.00,,,,,,,,,,,,,,,,,,0.00,143.00
37899,127,10,189,2032,"127-189-2032-10","127-189-2032-09",,140,140,,3,3,143,,,,1,,,,20,,,,120.00,120.00,,22.00,,"22",0,22,142.00,,,,,,,,,,,,,,,,,,0.00,142.00
37898,127,11,189,2032,"127-189-2032-11","127-189-2032-10",,120,120,,22,22,142,,,,1,,,,,,,,120.00,120.00,,21.00,,"21",0,21,141.00,,,,,,,,,,,,,,,,,,0.00,141.00
37902,127,12,189,2032,"127-189-2032-12","127-189-2032-11",,120,120,,21,21,141,,,,1,,,,,,,,120.00,120.00,,20.00,,"20",0,20,140.00,,,,,,,,,,,,,,,,,,0.00,140.00
37919,127,1,189,2033,"127-189-2033-01","127-189-2032-12",,120,120,,20,20,140,,,,1,,,,,,,,120.00,120.00,,19.00,,"19",0,19,139.00,,,,,,,,,,,,,,,,,,0.00,139.00
37918,127,2,189,2033,"127-189-2033-02","127-189-2033-01",,120,120,,19,19,139,,,,2,,,,,,,,120.00,120.00,,17.00,,"17",0,17,137.00,,,,,,,,,,,,,,,,,,0.00,137.00
37917,127,3,189,2033,"127-189-2033-03","127-189-2033-02",,120,120,,17,17,137,,,,2,,,,,,,,120.00,120.00,,15.00,,"15",0,15,135.00,,,,,,,,,,,,,,,,,,0.00,135.00
37916,127,4,189,2033,"127-189-2033-04","127-189-2033-03",,120,120,,15,15,135,,,,3,,,,,,,,120.00,120.00,,12.00,,"12",0,12,132.00,,,,,,,,,,,,,,,,,,0.00,132.00
37915,127,5,189,2033,"127-189-2033-05","127-189-2033-04",,120,120,,12,12,132,,,,3,,,,,,,,120.00,120.00,,9.00,,"9",0,9,129.00,,,,,,,,,,,,,,,,,,0.00,129.00
