"xPYMid","SchoolDistrict","SchoolDistrictShort","SchoolDistrictQuality","County","Developer","Development","InternalExternal","InternalExternalShort","LotType","LotTypeShort","Builder","BuilderShort","xPJGid","Year","MonthNoMonthShort","MonthNo","Month","MonthShort","DirtStart","LotStart","LotStartSpec","LotStartLot","InventoryStart","SalesPlan","LotsDeveloped","LotsDevelopedToDate","LotsDevelopedFuture","LotsCurrent","SalesPlanLocked","SalesAct","SalesPlanVar","DirtEnd","LotsEnd","LotsEndSpec","LotsEndLot","InventoryEnd","ProjectionGroupStatus"
9402,"Hudsonville","HUDS","A","Ottawa","Riley Invesetors, LLC","Riley Crossings","External","EXT","Single Family","SF","Interra Homes","INT",37,2020,"1-Jan",1,"January","Jan",6,9,4.00,5.00,15,1.00,0.00,0,0,8.00,0.00,1.00,1.00,6.00,8.00,4.00,4.00,14.00,"Sold Out"
9331,"Hudsonville","HUDS","A","Ottawa","Riley Invesetors, LLC","Riley Crossings","External","EXT","Single Family","SF","JTB Homes","JTB",37,2020,"2-Feb",2,"February","Feb",19,3,3.00,0.00,22,1.00,0.00,0,0,2.00,0.00,1.00,1.00,19.00,2.00,2.00,0.00,21.00,"Sold Out"
9403,"Hudsonville","HUDS","A","Ottawa","Riley Invesetors, LLC","Riley Crossings","External","EXT","Single Family","SF","Interra Homes","INT",37,2020,"2-Feb",2,"February","Feb",6,8,4.00,4.00,14,4.00,0.00,0,0,4.00,0.00,4.00,4.00,6.00,4.00,2.00,2.00,10.00,"Sold Out"
9339,"Hudsonville","HUDS","A","Ottawa","Riley Invesetors, LLC","Riley Crossings","External","EXT","Single Family","SF","JTB Homes","JTB",37,2020,"3-Mar",3,"March","Mar",19,2,2.00,0.00,21,2.00,0.00,0,0,0.00,0.00,2.00,2.00,19.00,0.00,0.00,0.00,19.00,"Sold Out"
9411,"Hudsonville","HUDS","A","Ottawa","Riley Invesetors, LLC","Riley Crossings","External","EXT","Single Family","SF","Interra Homes","INT",37,2020,"3-Mar",3,"March","Mar",6,4,2.00,2.00,10,0.00,0.00,0,0,4.00,0.00,0.00,0.00,6.00,4.00,2.00,2.00,10.00,"Sold Out"
9332,"Hudsonville","HUDS","A","Ottawa","Riley Invesetors, LLC","Riley Crossings","External","EXT","Single Family","SF","JTB Homes","JTB",37,2020,"4-Apr",4,"April","Apr",19,0,0.00,0.00,19,0.00,0.00,0,0,0.00,0.00,0.00,0.00,19.00,0.00,0.00,0.00,19.00,"Sold Out"
9404,"Hudsonville","HUDS","A","Ottawa","Riley Invesetors, LLC","Riley Crossings","External","EXT","Single Family","SF","Interra Homes","INT",37,2020,"4-Apr",4,"April","Apr",6,4,2.00,2.00,10,0.00,0.00,0,0,4.00,0.00,0.00,0.00,6.00,4.00,2.00,2.00,10.00,"Sold Out"
9328,"Hudsonville","HUDS","A","Ottawa","Riley Invesetors, LLC","Riley Crossings","External","EXT","Single Family","SF","JTB Homes","JTB",37,2020,"5-May",5,"May","May",19,0,0.00,0.00,19,1.00,19.00,19,0,18.00,0.00,1.00,1.00,0.00,18.00,3.00,15.00,18.00,"Sold Out"
9400,"Hudsonville","HUDS","A","Ottawa","Riley Invesetors, LLC","Riley Crossings","External","EXT","Single Family","SF","Interra Homes","INT",37,2020,"5-May",5,"May","May",6,4,2.00,2.00,10,0.00,6.00,6,0,10.00,0.00,0.00,0.00,0.00,10.00,3.00,7.00,10.00,"Sold Out"
9333,"Hudsonville","HUDS","A","Ottawa","Riley Invesetors, LLC","Riley Crossings","External","EXT","Single Family","SF","JTB Homes","JTB",37,2020,"6-Jun",6,"June","Jun",0,18,3.00,15.00,18,3.00,0.00,0,0,15.00,0.00,3.00,3.00,0.00,15.00,1.00,14.00,15.00,"Sold Out"
9405,"Hudsonville","HUDS","A","Ottawa","Riley Invesetors, LLC","Riley Crossings","External","EXT","Single Family","SF","Interra Homes","INT",37,2020,"6-Jun",6,"June","Jun",0,10,3.00,7.00,10,1.00,0.00,0,0,9.00,0.00,1.00,1.00,0.00,9.00,4.00,5.00,9.00,"Sold Out"
9334,"Hudsonville","HUDS","A","Ottawa","Riley Invesetors, LLC","Riley Crossings","External","EXT","Single Family","SF","JTB Homes","JTB",37,2020,"7-Jul",7,"July","Jul",0,15,1.00,14.00,15,0.00,0.00,0,0,15.00,0.00,0.00,0.00,0.00,15.00,2.00,13.00,15.00,"Sold Out"
9406,"Hudsonville","HUDS","A","Ottawa","Riley Invesetors, LLC","Riley Crossings","External","EXT","Single Family","SF","Interra Homes","INT",37,2020,"7-Jul",7,"July","Jul",0,9,4.00,5.00,9,1.00,0.00,0,0,8.00,0.00,1.00,1.00,0.00,8.00,3.00,5.00,8.00,"Sold Out"
9335,"Hudsonville","HUDS","A","Ottawa","Riley Invesetors, LLC","Riley Crossings","External","EXT","Single Family","SF","JTB Homes","JTB",37,2020,"8-Aug",8,"August","Aug",0,15,2.00,13.00,15,1.00,0.00,0,0,14.00,0.00,1.00,1.00,0.00,14.00,2.00,12.00,14.00,"Sold Out"
9407,"Hudsonville","HUDS","A","Ottawa","Riley Invesetors, LLC","Riley Crossings","External","EXT","Single Family","SF","Interra Homes","INT",37,2020,"8-Aug",8,"August","Aug",0,8,3.00,5.00,8,0.00,0.00,0,0,8.00,0.00,0.00,0.00,0.00,8.00,3.00,5.00,8.00,"Sold Out"
9336,"Hudsonville","HUDS","A","Ottawa","Riley Invesetors, LLC","Riley Crossings","External","EXT","Single Family","SF","JTB Homes","JTB",37,2020,"9-Sep",9,"September","Sep",0,14,2.00,12.00,14,1.00,0.00,0,0,13.00,0.00,1.00,1.00,0.00,13.00,3.00,10.00,13.00,"Sold Out"
9408,"Hudsonville","HUDS","A","Ottawa","Riley Invesetors, LLC","Riley Crossings","External","EXT","Single Family","SF","Interra Homes","INT",37,2020,"9-Sep",9,"September","Sep",0,8,3.00,5.00,8,2.00,0.00,0,0,6.00,0.00,2.00,2.00,0.00,6.00,2.00,4.00,6.00,"Sold Out"
9337,"Hudsonville","HUDS","A","Ottawa","Riley Invesetors, LLC","Riley Crossings","External","EXT","Single Family","SF","JTB Homes","JTB",37,2020,"10-Oct",10,"October","Oct",0,13,3.00,10.00,13,0.00,0.00,0,0,13.00,0.00,0.00,0.00,0.00,13.00,4.00,9.00,13.00,"Sold Out"
9409,"Hudsonville","HUDS","A","Ottawa","Riley Invesetors, LLC","Riley Crossings","External","EXT","Single Family","SF","Interra Homes","INT",37,2020,"10-Oct",10,"October","Oct",0,6,2.00,4.00,6,3.00,0.00,0,0,3.00,0.00,3.00,3.00,0.00,3.00,1.00,2.00,3.00,"Sold Out"
9338,"Hudsonville","HUDS","A","Ottawa","Riley Invesetors, LLC","Riley Crossings","External","EXT","Single Family","SF","JTB Homes","JTB",37,2020,"11-Nov",11,"November","Nov",0,13,4.00,9.00,13,1.00,0.00,0,0,12.00,0.00,1.00,1.00,0.00,12.00,5.00,7.00,12.00,"Sold Out"
9410,"Hudsonville","HUDS","A","Ottawa","Riley Invesetors, LLC","Riley Crossings","External","EXT","Single Family","SF","Interra Homes","INT",37,2020,"11-Nov",11,"November","Nov",0,3,1.00,2.00,3,0.00,0.00,0,0,3.00,0.00,0.00,0.00,0.00,3.00,1.00,2.00,3.00,"Sold Out"
9329,"Hudsonville","HUDS","A","Ottawa","Riley Invesetors, LLC","Riley Crossings","External","EXT","Single Family","SF","JTB Homes","JTB",37,2020,"12-Dec",12,"December","Dec",0,12,5.00,7.00,12,1.00,0.00,0,0,11.00,0.00,1.00,1.00,0.00,11.00,5.00,6.00,11.00,"Sold Out"
9401,"Hudsonville","HUDS","A","Ottawa","Riley Invesetors, LLC","Riley Crossings","External","EXT","Single Family","SF","Interra Homes","INT",37,2020,"12-Dec",12,"December","Dec",0,3,1.00,2.00,3,1.00,0.00,0,0,2.00,0.00,1.00,1.00,0.00,2.00,1.00,1.00,2.00,"Sold Out"
1072,"Hudsonville","HUDS","A","Ottawa","Riley Invesetors, LLC","Riley Crossings","External","EXT","Single Family","SF","JTB Homes","JTB",37,2021,"1-Jan",1,"January","Jan",0,11,5.00,6.00,11,0.00,0.00,0,0,11.00,1.00,0.00,-1.00,0.00,11.00,5.00,6.00,11.00,"Sold Out"
661,"Hudsonville","HUDS","A","Ottawa","Riley Invesetors, LLC","Riley Crossings","External","EXT","Single Family","SF","Interra Homes","INT",37,2021,"1-Jan",1,"January","Jan",0,2,1.00,1.00,2,0.00,0.00,0,0,2.00,1.00,0.00,-1.00,0.00,2.00,1.00,1.00,2.00,"Sold Out"
1073,"Hudsonville","HUDS","A","Ottawa","Riley Invesetors, LLC","Riley Crossings","External","EXT","Single Family","SF","JTB Homes","JTB",37,2021,"2-Feb",2,"February","Feb",0,11,5.00,6.00,11,2.00,0.00,0,0,9.00,1.00,2.00,1.00,0.00,9.00,6.00,3.00,9.00,"Sold Out"
662,"Hudsonville","HUDS","A","Ottawa","Riley Invesetors, LLC","Riley Crossings","External","EXT","Single Family","SF","Interra Homes","INT",37,2021,"2-Feb",2,"February","Feb",0,2,1.00,1.00,2,0.00,0.00,0,0,2.00,0.00,0.00,0.00,0.00,2.00,1.00,1.00,2.00,"Sold Out"
1074,"Hudsonville","HUDS","A","Ottawa","Riley Invesetors, LLC","Riley Crossings","External","EXT","Single Family","SF","JTB Homes","JTB",37,2021,"3-Mar",3,"March","Mar",0,9,6.00,3.00,9,4.00,0.00,0,0,5.00,1.00,4.00,3.00,0.00,5.00,3.00,2.00,5.00,"Sold Out"
663,"Hudsonville","HUDS","A","Ottawa","Riley Invesetors, LLC","Riley Crossings","External","EXT","Single Family","SF","Interra Homes","INT",37,2021,"3-Mar",3,"March","Mar",0,2,1.00,1.00,2,1.00,0.00,0,0,1.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,"Sold Out"
1075,"Hudsonville","HUDS","A","Ottawa","Riley Invesetors, LLC","Riley Crossings","External","EXT","Single Family","SF","JTB Homes","JTB",37,2021,"4-Apr",4,"April","Apr",0,5,3.00,2.00,5,2.00,0.00,0,0,3.00,1.00,2.00,1.00,0.00,3.00,3.00,0.00,3.00,"Sold Out"
664,"Hudsonville","HUDS","A","Ottawa","Riley Invesetors, LLC","Riley Crossings","External","EXT","Single Family","SF","Interra Homes","INT",37,2021,"4-Apr",4,"April","Apr",0,1,1.00,0.00,1,1.00,0.00,0,0,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,"Sold Out"
1076,"Hudsonville","HUDS","A","Ottawa","Riley Invesetors, LLC","Riley Crossings","External","EXT","Single Family","SF","JTB Homes","JTB",37,2021,"5-May",5,"May","May",0,3,3.00,0.00,3,2.00,0.00,0,0,1.00,1.00,2.00,1.00,0.00,1.00,1.00,0.00,1.00,"Sold Out"
665,"Hudsonville","HUDS","A","Ottawa","Riley Invesetors, LLC","Riley Crossings","External","EXT","Single Family","SF","Interra Homes","INT",37,2021,"5-May",5,"May","May",0,0,0.00,0.00,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Sold Out"
1077,"Hudsonville","HUDS","A","Ottawa","Riley Invesetors, LLC","Riley Crossings","External","EXT","Single Family","SF","JTB Homes","JTB",37,2021,"6-Jun",6,"June","Jun",0,1,1.00,0.00,1,0.00,0.00,0,0,1.00,1.00,0.00,-1.00,0.00,1.00,1.00,0.00,1.00,"Sold Out"
666,"Hudsonville","HUDS","A","Ottawa","Riley Invesetors, LLC","Riley Crossings","External","EXT","Single Family","SF","Interra Homes","INT",37,2021,"6-Jun",6,"June","Jun",0,0,0.00,0.00,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Sold Out"
1078,"Hudsonville","HUDS","A","Ottawa","Riley Invesetors, LLC","Riley Crossings","External","EXT","Single Family","SF","JTB Homes","JTB",37,2021,"7-Jul",7,"July","Jul",0,1,1.00,0.00,1,0.00,0.00,0,0,1.00,1.00,0.00,-1.00,0.00,1.00,1.00,0.00,1.00,"Sold Out"
667,"Hudsonville","HUDS","A","Ottawa","Riley Invesetors, LLC","Riley Crossings","External","EXT","Single Family","SF","Interra Homes","INT",37,2021,"7-Jul",7,"July","Jul",0,0,0.00,0.00,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Sold Out"
1079,"Hudsonville","HUDS","A","Ottawa","Riley Invesetors, LLC","Riley Crossings","External","EXT","Single Family","SF","JTB Homes","JTB",37,2021,"8-Aug",8,"August","Aug",0,1,1.00,0.00,1,0.00,0.00,0,0,1.00,1.00,0.00,-1.00,0.00,1.00,1.00,0.00,1.00,"Sold Out"
668,"Hudsonville","HUDS","A","Ottawa","Riley Invesetors, LLC","Riley Crossings","External","EXT","Single Family","SF","Interra Homes","INT",37,2021,"8-Aug",8,"August","Aug",0,0,0.00,0.00,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Sold Out"
1080,"Hudsonville","HUDS","A","Ottawa","Riley Invesetors, LLC","Riley Crossings","External","EXT","Single Family","SF","JTB Homes","JTB",37,2021,"9-Sep",9,"September","Sep",0,1,1.00,0.00,1,0.00,0.00,0,0,1.00,1.00,0.00,-1.00,0.00,1.00,1.00,0.00,1.00,"Sold Out"
669,"Hudsonville","HUDS","A","Ottawa","Riley Invesetors, LLC","Riley Crossings","External","EXT","Single Family","SF","Interra Homes","INT",37,2021,"9-Sep",9,"September","Sep",0,0,0.00,0.00,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Sold Out"
1081,"Hudsonville","HUDS","A","Ottawa","Riley Invesetors, LLC","Riley Crossings","External","EXT","Single Family","SF","JTB Homes","JTB",37,2021,"10-Oct",10,"October","Oct",0,1,1.00,0.00,1,1.00,0.00,0,0,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,"Sold Out"
670,"Hudsonville","HUDS","A","Ottawa","Riley Invesetors, LLC","Riley Crossings","External","EXT","Single Family","SF","Interra Homes","INT",37,2021,"10-Oct",10,"October","Oct",0,0,0.00,0.00,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Sold Out"
1082,"Hudsonville","HUDS","A","Ottawa","Riley Invesetors, LLC","Riley Crossings","External","EXT","Single Family","SF","JTB Homes","JTB",37,2021,"11-Nov",11,"November","Nov",0,0,0.00,0.00,0,0.00,0.00,0,0,0.00,1.00,0.00,-1.00,0.00,0.00,0.00,0.00,0.00,"Sold Out"
671,"Hudsonville","HUDS","A","Ottawa","Riley Invesetors, LLC","Riley Crossings","External","EXT","Single Family","SF","Interra Homes","INT",37,2021,"11-Nov",11,"November","Nov",0,0,0.00,0.00,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Sold Out"
1083,"Hudsonville","HUDS","A","Ottawa","Riley Invesetors, LLC","Riley Crossings","External","EXT","Single Family","SF","JTB Homes","JTB",37,2021,"12-Dec",12,"December","Dec",0,0,0.00,0.00,0,0.00,0.00,0,0,0.00,1.00,0.00,-1.00,0.00,0.00,0.00,0.00,0.00,"Sold Out"
672,"Hudsonville","HUDS","A","Ottawa","Riley Invesetors, LLC","Riley Crossings","External","EXT","Single Family","SF","Interra Homes","INT",37,2021,"12-Dec",12,"December","Dec",0,0,0.00,0.00,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Sold Out"
18709,"Hudsonville","HUDS","A","Ottawa","DAJ Development, LLC","Spring Grove Farms","External","EXT","Single Family","SF","JTB Homes","JTB",38,2020,"1-Jan",1,"January","Jan",4,3,0.00,3.00,7,0.00,0.00,0,0,3.00,0.00,0.00,0.00,4.00,3.00,0.00,3.00,7.00,"Sold Out"
18721,"Hudsonville","HUDS","A","Ottawa","DAJ Development, LLC","Spring Grove Farms","External","EXT","Single Family","SF","Interra Homes","INT",38,2020,"1-Jan",1,"January","Jan",11,28,0.00,28.00,39,0.00,0.00,0,0,28.00,0.00,0.00,0.00,11.00,28.00,0.00,28.00,39.00,"Sold Out"
18710,"Hudsonville","HUDS","A","Ottawa","DAJ Development, LLC","Spring Grove Farms","External","EXT","Single Family","SF","JTB Homes","JTB",38,2020,"2-Feb",2,"February","Feb",4,3,0.00,3.00,7,0.00,0.00,0,0,3.00,0.00,0.00,0.00,4.00,3.00,0.00,3.00,7.00,"Sold Out"
18722,"Hudsonville","HUDS","A","Ottawa","DAJ Development, LLC","Spring Grove Farms","External","EXT","Single Family","SF","Interra Homes","INT",38,2020,"2-Feb",2,"February","Feb",11,28,0.00,28.00,39,0.00,0.00,0,0,28.00,0.00,0.00,0.00,11.00,28.00,0.00,28.00,39.00,"Sold Out"
18718,"Hudsonville","HUDS","A","Ottawa","DAJ Development, LLC","Spring Grove Farms","External","EXT","Single Family","SF","JTB Homes","JTB",38,2020,"3-Mar",3,"March","Mar",4,3,0.00,3.00,7,0.00,0.00,0,0,3.00,0.00,0.00,0.00,4.00,3.00,0.00,3.00,7.00,"Sold Out"
18730,"Hudsonville","HUDS","A","Ottawa","DAJ Development, LLC","Spring Grove Farms","External","EXT","Single Family","SF","Interra Homes","INT",38,2020,"3-Mar",3,"March","Mar",11,28,0.00,28.00,39,0.00,0.00,0,0,28.00,0.00,0.00,0.00,11.00,28.00,0.00,28.00,39.00,"Sold Out"
18711,"Hudsonville","HUDS","A","Ottawa","DAJ Development, LLC","Spring Grove Farms","External","EXT","Single Family","SF","JTB Homes","JTB",38,2020,"4-Apr",4,"April","Apr",4,3,0.00,3.00,7,0.00,0.00,0,0,3.00,0.00,0.00,0.00,4.00,3.00,0.00,3.00,7.00,"Sold Out"
18723,"Hudsonville","HUDS","A","Ottawa","DAJ Development, LLC","Spring Grove Farms","External","EXT","Single Family","SF","Interra Homes","INT",38,2020,"4-Apr",4,"April","Apr",11,28,0.00,28.00,39,0.00,0.00,0,0,28.00,0.00,0.00,0.00,11.00,28.00,0.00,28.00,39.00,"Sold Out"
18707,"Hudsonville","HUDS","A","Ottawa","DAJ Development, LLC","Spring Grove Farms","External","EXT","Single Family","SF","JTB Homes","JTB",38,2020,"5-May",5,"May","May",4,3,0.00,3.00,7,0.00,0.00,0,0,3.00,0.00,0.00,0.00,4.00,3.00,0.00,3.00,7.00,"Sold Out"
18719,"Hudsonville","HUDS","A","Ottawa","DAJ Development, LLC","Spring Grove Farms","External","EXT","Single Family","SF","Interra Homes","INT",38,2020,"5-May",5,"May","May",11,28,0.00,28.00,39,0.00,0.00,0,0,28.00,0.00,0.00,0.00,11.00,28.00,0.00,28.00,39.00,"Sold Out"
18712,"Hudsonville","HUDS","A","Ottawa","DAJ Development, LLC","Spring Grove Farms","External","EXT","Single Family","SF","JTB Homes","JTB",38,2020,"6-Jun",6,"June","Jun",4,3,0.00,3.00,7,0.00,0.00,0,0,3.00,0.00,0.00,0.00,4.00,3.00,0.00,3.00,7.00,"Sold Out"
18724,"Hudsonville","HUDS","A","Ottawa","DAJ Development, LLC","Spring Grove Farms","External","EXT","Single Family","SF","Interra Homes","INT",38,2020,"6-Jun",6,"June","Jun",11,28,0.00,28.00,39,0.00,0.00,0,0,28.00,0.00,0.00,0.00,11.00,28.00,0.00,28.00,39.00,"Sold Out"
18713,"Hudsonville","HUDS","A","Ottawa","DAJ Development, LLC","Spring Grove Farms","External","EXT","Single Family","SF","JTB Homes","JTB",38,2020,"7-Jul",7,"July","Jul",4,3,0.00,3.00,7,0.00,0.00,0,0,3.00,0.00,0.00,0.00,4.00,3.00,0.00,3.00,7.00,"Sold Out"
18725,"Hudsonville","HUDS","A","Ottawa","DAJ Development, LLC","Spring Grove Farms","External","EXT","Single Family","SF","Interra Homes","INT",38,2020,"7-Jul",7,"July","Jul",11,28,0.00,28.00,39,0.00,0.00,0,0,28.00,0.00,0.00,0.00,11.00,28.00,0.00,28.00,39.00,"Sold Out"
18714,"Hudsonville","HUDS","A","Ottawa","DAJ Development, LLC","Spring Grove Farms","External","EXT","Single Family","SF","JTB Homes","JTB",38,2020,"8-Aug",8,"August","Aug",4,3,0.00,3.00,7,0.00,0.00,0,0,3.00,0.00,0.00,0.00,4.00,3.00,0.00,3.00,7.00,"Sold Out"
18726,"Hudsonville","HUDS","A","Ottawa","DAJ Development, LLC","Spring Grove Farms","External","EXT","Single Family","SF","Interra Homes","INT",38,2020,"8-Aug",8,"August","Aug",11,28,0.00,28.00,39,0.00,0.00,0,0,28.00,0.00,0.00,0.00,11.00,28.00,0.00,28.00,39.00,"Sold Out"
18715,"Hudsonville","HUDS","A","Ottawa","DAJ Development, LLC","Spring Grove Farms","External","EXT","Single Family","SF","JTB Homes","JTB",38,2020,"9-Sep",9,"September","Sep",4,3,0.00,3.00,7,0.00,0.00,0,0,3.00,0.00,0.00,0.00,4.00,3.00,0.00,3.00,7.00,"Sold Out"
18727,"Hudsonville","HUDS","A","Ottawa","DAJ Development, LLC","Spring Grove Farms","External","EXT","Single Family","SF","Interra Homes","INT",38,2020,"9-Sep",9,"September","Sep",11,28,0.00,28.00,39,0.00,0.00,0,0,28.00,0.00,0.00,0.00,11.00,28.00,0.00,28.00,39.00,"Sold Out"
18716,"Hudsonville","HUDS","A","Ottawa","DAJ Development, LLC","Spring Grove Farms","External","EXT","Single Family","SF","JTB Homes","JTB",38,2020,"10-Oct",10,"October","Oct",4,3,0.00,3.00,7,0.00,0.00,0,0,3.00,0.00,0.00,0.00,4.00,3.00,0.00,3.00,7.00,"Sold Out"
18728,"Hudsonville","HUDS","A","Ottawa","DAJ Development, LLC","Spring Grove Farms","External","EXT","Single Family","SF","Interra Homes","INT",38,2020,"10-Oct",10,"October","Oct",11,28,0.00,28.00,39,0.00,0.00,0,0,28.00,0.00,0.00,0.00,11.00,28.00,0.00,28.00,39.00,"Sold Out"
18717,"Hudsonville","HUDS","A","Ottawa","DAJ Development, LLC","Spring Grove Farms","External","EXT","Single Family","SF","JTB Homes","JTB",38,2020,"11-Nov",11,"November","Nov",4,3,0.00,3.00,7,0.00,0.00,0,0,3.00,0.00,0.00,0.00,4.00,3.00,0.00,3.00,7.00,"Sold Out"
18729,"Hudsonville","HUDS","A","Ottawa","DAJ Development, LLC","Spring Grove Farms","External","EXT","Single Family","SF","Interra Homes","INT",38,2020,"11-Nov",11,"November","Nov",11,28,0.00,28.00,39,0.00,0.00,0,0,28.00,0.00,0.00,0.00,11.00,28.00,0.00,28.00,39.00,"Sold Out"
18708,"Hudsonville","HUDS","A","Ottawa","DAJ Development, LLC","Spring Grove Farms","External","EXT","Single Family","SF","JTB Homes","JTB",38,2020,"12-Dec",12,"December","Dec",4,3,0.00,3.00,7,3.00,0.00,0,0,0.00,0.00,3.00,3.00,4.00,0.00,0.00,0.00,4.00,"Sold Out"
18720,"Hudsonville","HUDS","A","Ottawa","DAJ Development, LLC","Spring Grove Farms","External","EXT","Single Family","SF","Interra Homes","INT",38,2020,"12-Dec",12,"December","Dec",11,28,0.00,28.00,39,0.00,0.00,0,0,28.00,0.00,0.00,0.00,11.00,28.00,2.00,26.00,39.00,"Sold Out"
18649,"Hudsonville","HUDS","A","Ottawa","DAJ Development, LLC","Spring Grove Farms","External","EXT","Single Family","SF","JTB Homes","JTB",38,2021,"1-Jan",1,"January","Jan",4,0,0.00,0.00,4,0.00,0.00,0,0,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,4.00,"Sold Out"
697,"Hudsonville","HUDS","A","Ottawa","DAJ Development, LLC","Spring Grove Farms","External","EXT","Single Family","SF","Interra Homes","INT",38,2021,"1-Jan",1,"January","Jan",11,28,2.00,26.00,39,2.00,0.00,0,0,26.00,0.00,2.00,2.00,11.00,26.00,3.00,23.00,37.00,"Sold Out"
18650,"Hudsonville","HUDS","A","Ottawa","DAJ Development, LLC","Spring Grove Farms","External","EXT","Single Family","SF","JTB Homes","JTB",38,2021,"2-Feb",2,"February","Feb",4,0,0.00,0.00,4,0.00,0.00,0,0,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,4.00,"Sold Out"
698,"Hudsonville","HUDS","A","Ottawa","DAJ Development, LLC","Spring Grove Farms","External","EXT","Single Family","SF","Interra Homes","INT",38,2021,"2-Feb",2,"February","Feb",11,26,3.00,23.00,37,3.00,0.00,0,0,23.00,1.00,3.00,2.00,11.00,23.00,2.00,21.00,34.00,"Sold Out"
18658,"Hudsonville","HUDS","A","Ottawa","DAJ Development, LLC","Spring Grove Farms","External","EXT","Single Family","SF","JTB Homes","JTB",38,2021,"3-Mar",3,"March","Mar",4,0,0.00,0.00,4,0.00,0.00,0,0,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,4.00,"Sold Out"
699,"Hudsonville","HUDS","A","Ottawa","DAJ Development, LLC","Spring Grove Farms","External","EXT","Single Family","SF","Interra Homes","INT",38,2021,"3-Mar",3,"March","Mar",11,23,2.00,21.00,34,7.00,0.00,0,0,16.00,1.00,7.00,6.00,11.00,16.00,1.00,15.00,27.00,"Sold Out"
18651,"Hudsonville","HUDS","A","Ottawa","DAJ Development, LLC","Spring Grove Farms","External","EXT","Single Family","SF","JTB Homes","JTB",38,2021,"4-Apr",4,"April","Apr",4,0,0.00,0.00,4,0.00,0.00,0,0,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,4.00,"Sold Out"
700,"Hudsonville","HUDS","A","Ottawa","DAJ Development, LLC","Spring Grove Farms","External","EXT","Single Family","SF","Interra Homes","INT",38,2021,"4-Apr",4,"April","Apr",11,16,1.00,15.00,27,1.00,0.00,0,0,15.00,0.00,1.00,1.00,11.00,15.00,1.00,14.00,26.00,"Sold Out"
18647,"Hudsonville","HUDS","A","Ottawa","DAJ Development, LLC","Spring Grove Farms","External","EXT","Single Family","SF","JTB Homes","JTB",38,2021,"5-May",5,"May","May",4,0,0.00,0.00,4,0.00,0.00,0,0,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,4.00,"Sold Out"
701,"Hudsonville","HUDS","A","Ottawa","DAJ Development, LLC","Spring Grove Farms","External","EXT","Single Family","SF","Interra Homes","INT",38,2021,"5-May",5,"May","May",11,15,1.00,14.00,26,0.00,0.00,0,0,15.00,1.00,0.00,-1.00,11.00,15.00,1.00,14.00,26.00,"Sold Out"
18652,"Hudsonville","HUDS","A","Ottawa","DAJ Development, LLC","Spring Grove Farms","External","EXT","Single Family","SF","JTB Homes","JTB",38,2021,"6-Jun",6,"June","Jun",4,0,0.00,0.00,4,0.00,0.00,0,0,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,4.00,"Sold Out"
702,"Hudsonville","HUDS","A","Ottawa","DAJ Development, LLC","Spring Grove Farms","External","EXT","Single Family","SF","Interra Homes","INT",38,2021,"6-Jun",6,"June","Jun",11,15,1.00,14.00,26,2.00,0.00,0,0,13.00,1.00,2.00,1.00,11.00,13.00,2.00,11.00,24.00,"Sold Out"
18653,"Hudsonville","HUDS","A","Ottawa","DAJ Development, LLC","Spring Grove Farms","External","EXT","Single Family","SF","JTB Homes","JTB",38,2021,"7-Jul",7,"July","Jul",4,0,0.00,0.00,4,0.00,0.00,0,0,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,4.00,"Sold Out"
703,"Hudsonville","HUDS","A","Ottawa","DAJ Development, LLC","Spring Grove Farms","External","EXT","Single Family","SF","Interra Homes","INT",38,2021,"7-Jul",7,"July","Jul",11,13,2.00,11.00,24,1.00,0.00,0,0,12.00,1.00,1.00,0.00,11.00,12.00,2.00,10.00,23.00,"Sold Out"
