"COMPANYCODE","DEVELOPMENTCODE","LOTNUMBER","TAXBLOCK","TAXLOT","ADDRESS1","ADDRESS2","ADDRESS3","LOTCONTRACTDATE","LOTCONVERDATE","RELEASESALESDATE","LOTCOMMENTS","SELLERNAME","SELLERADDRESS1","SELLERADDRESS2","SELLERCITY","SELLERSTATE","SELLERZIP","SELLERCOUNTRY","SELLERPHONE","SELLEREMAIL","OPTIONEXPDATE","ORIENTATION","LOTPREMIUM","MISC1_FIELD","MISC2_FIELD"
"001","GM","00000017","","17","5900 Longmoor Ct","Caledonia, MI","49316",,,11/6/2018 0:00:00,"","","","","","","","US","","",,"","0","",""
"001","GM","00000018","","18","5912 Longmoor Ct","Caledonia, Mi","49316",,,11/6/2018 0:00:00,"","","","","","","","US","","",,"","0","",""
"001","GM","00000019","","19","5924 Longmoor Ct","Caledonia, Mi","49316",,,11/6/2018 0:00:00,"","","","","","","","US","","",,"","0","",""
"001","GM","00000021","","21","7559 Graymoor St","Caledonia, Mi","49316",,,11/6/2018 0:00:00,"","","","","","","","US","","",,"","0","",""
"001","GM","00000022","","22","7452 Graymoor St","Caledonia, Mi","49316",,3/6/2019 0:00:00,11/6/2018 0:00:00,"","","","","","","","US","","",,"","6500","",""
"001","GM","00000023","","23","7440 Graymoor St","Caledonia, Mi","49316",,5/16/2019 0:00:00,11/6/2018 0:00:00,"","","","","","","","US","","",,"","0","",""
"001","GM","00000024","","24","7432 Graymoor Ave","Caledonia, MI","49316",,7/22/2020 0:00:00,1/10/2020 0:00:00,"","","","","","","","US","","",,"","0","",""
"001","GM","00000025","","25","7424 Graymoor Ave","Caledonia, MI","49316",,,5/1/2021 0:00:00,"","","","","","","","US","","",,"","0","",""
"001","GM","00000026","","26","7416 Graymoor Ave","Caledonia, MI","49316",,8/2/2021 0:00:00,1/10/2020 0:00:00,"","","","","","","","US","","",,"","12400","",""
"001","GM","00000027","","27","7408 Graymoor Ave","Caledonia, MI","49316",,9/20/2022 0:00:00,1/10/2020 0:00:00,"","","","","","","","US","","",,"","16500","",""
"001","GM","00000028","","28","7400 Graymoor Ave","Caledonia, MI","49316",,3/25/2022 0:00:00,1/10/2020 0:00:00,"","","","","","","","US","","",,"","20500","",""
"001","GM","00000029","","29","","","",,,9/10/2021 0:00:00,"","","","","","","","US","","",,"","0","",""
"001","GM","00000030","","30","7384 Graymoor Ave","Caledonia, MI","49316",,,1/10/2020 0:00:00,"","","","","","","","US","","",,"","0","",""
"001","GM","00000031","","31","7376 Graymoor Ave","Caledonia, MI","49316",,,1/10/2020 0:00:00,"","","","","","","","US","","",,"","9500","",""
"001","GM","00000032","","32","7431 Graymoor Ave","Caledonia, MI","49316",,2/17/2020 0:00:00,1/10/2020 0:00:00,"","","","","","","","US","","",,"","0","",""
"001","GM","00000033","","33","7419 Graymoor Ave","Caledonia, MI","49316",,9/11/2020 0:00:00,1/10/2020 0:00:00,"","","","","","","","US","","",,"","0","",""
"001","GM","00000034","","34","7411 Graymoor Ave","Caledonia, MI","49316",,,1/10/2020 0:00:00,"","","","","","","","US","","",,"","0","",""
"001","GM","00000035","","35","","","",,,,"","","","","","","","US","","",,"","6000","",""
"001","GM","00000036","","36","5922 Glencroft Ct (PVT)","Caledonia, MI","49316",,6/18/2021 0:00:00,1/10/2020 0:00:00,"","","","","","","","US","","",,"","0","",""
"001","GM","00000037","","37","5914 Glencroft Ct (PVT)","Caledonia, MI","49316",,9/11/2020 0:00:00,1/10/2020 0:00:00,"","","","","","","","US","","",,"","0","",""
"001","GM","00000038","","38","5906 Glencroft Ct (PVT)","Caledonia, MI","49316",,9/11/2020 0:00:00,1/10/2020 0:00:00,"","","","","","","","US","","",,"","0","",""
"001","GM","00000039","","39","5900 Glencroft Ct (PVT)","Caldonia, MI","49316",,11/22/2020 0:00:00,1/10/2020 0:00:00,"","","","","","","","US","","",,"","0","",""
"001","GM","00000040","","40","5907 Glencroft Ct (PVT)","Caledonia, MI","49316",,5/7/2020 0:00:00,1/10/2020 0:00:00,"","","","","","","","US","","",,"","0","",""
"001","GM","00000041","","41","5919 Glencroft Ct (PVT)","Caledonia, MI","49316",,4/26/2021 0:00:00,1/10/2020 0:00:00,"","","","","","","","US","","",,"","0","",""
"001","GM","00000042","","42","7385 Graymoor Ave","Caledonia, MI","49316",,,1/10/2020 0:00:00,"5929 Glencroft Ct (PVT) Corner Lot","","","","","","","US","","",,"","0","",""
"001","GM","00000043","","43","7379 Graymoor Ave","Caledonia, MI","49316",,5/25/2021 0:00:00,1/10/2020 0:00:00,"","","","","","","","US","","",,"","0","",""
"001","GM","00000044","","44","5940 Graymoor St.","Caledonia, MI","49316",,,9/10/2021 0:00:00,"7367 Crossmoor St","","","","","","","US","","",,"","6000","",""
"001","GM","00000045","","45","5932 Crossmoor St.","Caledonia, MI","49316",,,9/10/2021 0:00:00,"Enclave B Floor Plan- Interra Homes (our sister brand)","","","","","","","US","","",,"","8000","",""
"001","GM","00000046","","46","5924 Crossmoor St.","Caledonia, MI","49316",,3/30/2023 0:00:00,9/10/2021 0:00:00,"","","","","","","","US","","",,"","7000","",""
"001","GM","00000047","","47","7374 Moorfield ct","Caledonia, Mi","49316",,8/2/2021 0:00:00,7/27/2021 0:00:00,"","","","","","","","US","","",,"","12000","",""
"001","GM","00000048","","48","7378 Moorfield Ct.","Caledonia, MI","49316",,1/28/2022 0:00:00,9/10/2021 0:00:00,"","","","","","","","US","","",,"","14000","",""
"001","GM","00000049","","49","7375 Moorfield Ct","Caledonia, MI","49316",,4/26/2021 0:00:00,4/26/2021 0:00:00,"41-23-08-399-049","","","","","","","US","","",,"","0","",""
"001","GM","00000050","","50","7373 Moorfield Ct.","Caledonia, MI","49316",,,,"","","","","","","","US","","",,"","0","",""
"001","GM","00000051","","51","7369 Moorfield Ct.","Caledonia, MI","49316",,,9/10/2021 0:00:00,"Ashton C Floor Plan-Interra Homes (our sister brand)","","","","","","","US","","",,"","6000","",""
"001","GM","00000052","","52","5900 Crossmoor St.","Caledonia, MI","49316",,,9/10/2021 0:00:00,"","","","","","","","US","","",,"","7250","",""
"001","GM","00000053","","53","","","",,,,"","","","","","","","US","","",,"","0","",""
"001","GM","00000054","","54","5884 Crossmoor St.","Caledonia, MI","49316",,,9/10/2021 0:00:00,"Wilshire B Floor Plan- Interra Homes (our sister brand)","","","","","","","US","","",,"","7250","",""
"001","GM","00000055","","55","5876 Crossmoor St.","Caledonia, MI","49316",,5/3/2023 0:00:00,9/10/2021 0:00:00,"","","","","","","","US","","",,"","5500","",""
"001","GM","00000056","","56","5868 Crossmoor St.","Caledonia, MI","49316",,,9/10/2021 0:00:00,"","","","","","","","US","","",,"","5500","",""
"001","GM","00000057","","57","5860 Crossmoor St.","Caledonia, MI","49316",,,9/10/2021 0:00:00,"Enclave D Floor Plan- Interra Homes (our sister brand)","","","","","","","US","","",,"","5000","",""
"001","GM","00000058","","58","","","",,,10/19/2021 0:00:00,"","","","","","","","US","","",,"","0","",""
"001","GM","00000059","","59","","","",,,10/19/2021 0:00:00,"","","","","","","","US","","",,"","0","",""
"001","GM","00000060","","60","5843 Crossmoor St.","Caledonia, MI","49316",,12/6/2022 0:00:00,9/10/2021 0:00:00,"","","","","","","","US","","",,"","5500","",""
"001","GM","00000061","","61","5851 Crossmoor St.","Caledonia, MI","49316",,,9/10/2021 0:00:00,"","","","","","","","US","","",,"","10000","",""
"001","GM","00000062","","62","","","",,,10/19/2021 0:00:00,"","","","","","","","US","","",,"","0","",""
"001","GM","00000063","","63","","","",,,10/19/2021 0:00:00,"","","","","","","","US","","",,"","0","",""
"001","GM","00000064","","64","5875 Crossmoor St.","Caledonia, MI","49316",,,9/10/2021 0:00:00,"Cascade D Floor Plan-Interra Homes (our sister brand)","","","","","","","US","","",,"","10000","",""
"001","GM","00000065","","65","5887 Crossmoor St.","Caledonia, MI","49316",,2/21/2023 0:00:00,9/10/2021 0:00:00,"","","","","","","","US","","",,"","10000","",""
"001","GM","00000066","","66","5895 Crossmoor St.","Caledonia, MI","49316",,11/17/2022 0:00:00,9/10/2021 0:00:00,"","","","","","","","US","","",,"","10000","",""
"001","GM","00000067","","67","5903 Crossmoor St.","Caledonia, MI","49316",,,,"","","","","","","","US","","",,"","9000","",""
"001","GM","00000068","","68","5911 Crossmoor St.","Caledonia, MI","49316",,2/14/2022 0:00:00,9/10/2021 0:00:00,"","","","","","","","US","","",,"","10000","",""
"001","GM","00000069","","69","5917 Crossmoor St.","Caledonia, MI","49316",,,9/10/2021 0:00:00,"","","","","","","","US","","",,"","7000","",""
"001","GM","00000070","","70","","","",,,10/19/2021 0:00:00,"","","","","","","","US","","",,"","0","",""
"001","GM","00000071","","71","7353 Crossmoor St.","Caledonia, MI","49316",,,9/10/2021 0:00:00,"","","","","","","","US","","",,"","5000","",""
"001","GM","00000072","","72","","","",,,10/19/2021 0:00:00,"","","","","","","","US","","",,"","0","",""
"001","GM","00000073","","73","7360 Graymoor St","Caledonia, MI","49316",,,4/30/2021 0:00:00,"","","","","","","","US","","",,"","7000","",""
"001","GM","00000074","","74","7368 Graymoor St.","Caledonia, MI","49316",,,9/10/2021 0:00:00,"","","","","","","","US","","",,"","7000","",""
"001","GM","00000075","","75","7346 Graymoor St","","",,1/20/2025 0:00:00,3/22/2024 0:00:00,"","","","","","","","US","","",," ","30500","",""
"001","GM","00000076","","76","7340 Graymoor St","","",,4/15/2024 0:00:00,3/22/2024 0:00:00,"","","","","","","","US","","",," ","30000","",""
"001","GM","00000077","","77","7338 Graymoor St","","",,,3/22/2024 0:00:00,"","","","","","","","US","","",," ","21000","",""
"001","GM","00000078","","78","5958 Claymont Ct","","",,8/27/2025 0:00:00,3/22/2024 0:00:00,"","","","","","","","US","","",," ","38500","",""
"001","GM","00000079","","79","5964 Claymont Ct","","",,5/6/2025 0:00:00,3/22/2024 0:00:00,"","","","","","","","US","","",," ","41500","",""
"001","GM","00000080","","80","5970 Claymont Ct","","",,4/15/2025 0:00:00,3/22/2024 0:00:00,"","","","","","","","US","","",," ","42500","",""
"001","GM","00000081","","81","5973 Claymont Ct","","",,7/19/2024 0:00:00,3/22/2024 0:00:00,"","","","","","","","US","","",," ","49500","",""
"001","GM","00000082","","82","5967 Claymont Ct","","",,5/1/2024 0:00:00,3/22/2024 0:00:00,"","","","","","","","US","","",," ","31000","",""
"001","GM","00000083","","83","5961 Claymont Ct","","",,5/1/2024 0:00:00,3/22/2024 0:00:00,"","","","","","","","US","","",," ","31000","",""
"001","GM","00000084","","84","7330 Graymoor St","","",,,3/22/2024 0:00:00,"","","","","","","","US","","",," ","7000","",""
"001","GM","00000085","","85","7326 Graymoor St","","",,,3/29/2024 0:00:00,"Cascade D Floor Plan - Interra Homes (our sister brand)","","","","","","","US","","",," ","17000","",""
"001","GM","00000086","","86","7318 Graymoor St","","",,,3/29/2024 0:00:00,"","","","","","","","US","","",,"","19000","",""
"001","GM","00000087","","87","7310 Graymoor St","","",,,3/29/2024 0:00:00,"Avery D Floor Plan - Interra Homes (our sister brand)","","","","","","","US","","",," ","16000","",""
"001","GM","00000088","","88","7300 Graymoor St","","",,,3/29/2024 0:00:00,"","","","","","","","US","","",," ","6500","",""
"001","GM","00000089","","89","5950 Braemoor Ct","","",,12/9/2024 0:00:00,3/28/2024 0:00:00,"","","","","","","","US","","",," ","33500","",""
"001","GM","00000090","","90","5956 Braemoor Ct","","",,7/28/2025 0:00:00,3/28/2024 0:00:00,"","","","","","","","US","","",," ","33500","",""
"001","GM","00000091","","91","5962 Braemoor Ct","","",,4/11/2024 0:00:00,3/22/2024 0:00:00,"","","","","","","","US","","",," ","47000","",""
"001","GM","00000092","","92","5961 Braemoor Ct","","",,10/9/2025 0:00:00,3/22/2024 0:00:00,"","","","","","","","US","","",," ","42500","",""
"001","GM","00000093","","93","5955 Braemoor Ct","","",,6/12/2025 0:00:00,3/22/2024 0:00:00,"","","","","","","","US","","",," ","42500","",""
"001","GM","00000094","","94","5949 Braemoor Ct","","",,10/23/2025 0:00:00,3/22/2024 0:00:00,"","","","","","","","US","","",," ","40500","",""
"001","GM","00000095","","95","7298 Graymoor St","","",,,3/29/2024 0:00:00,"","","","","","","","US","","",,"","7000","",""
"001","GM","00000096","","96","7294 Graymoor St","","",,9/10/2025 0:00:00,3/29/2024 0:00:00,"","","","","","","","US","","",," ","21000","",""
"001","GM","00000097","","97","7290 Graymoor St","","",,3/10/2025 0:00:00,3/22/2024 0:00:00,"","","","","","","","US","","",," ","30500","",""
"001","GM","00000098","","98","7286 Graymoor St","","",,11/18/2024 0:00:00,3/22/2024 0:00:00,"","","","","","","","US","","",," ","29500","",""
"001","GM","00000099","","99","7282 Graymoor St","","",,2/19/2025 0:00:00,3/22/2024 0:00:00,"","","","","","","","US","","",," ","27000","",""
"001","GM","00000100","","100","7278 Graymoor St","","",,4/9/2024 0:00:00,3/22/2024 0:00:00,"","","","","","","","US","","",," ","24500","",""
"001","GM","00000101","","101","7272 Graymoor St","","",,7/10/2024 0:00:00,3/22/2024 0:00:00,"","","","","","","","US","","",," ","29500","",""
"001","GM","00000102","","102","7266 Graymoor St","","",,1/29/2025 0:00:00,3/22/2024 0:00:00,"","","","","","","","US","","",," ","29500","",""
"001","GM","00000103","","103","7260 Graymoor St","","",,4/9/2024 0:00:00,3/22/2024 0:00:00,"","","","","","","","US","","",," ","12000","",""
"001","GM","00000104","","104","7263 Graymoor St","","",,,3/22/2024 0:00:00,"Wilshire A Floor Plan - Interra Homes (our sister company)","","","","","","","US","","",," ","0","",""
"001","GM","00000105","","105","7269 Graymoor St","","",,,3/22/2024 0:00:00,"Ashton C Floor Plan - Interra Homes (Our sister brand)","","","","","","","US","","",," ","0","",""
"001","GM","00000106","","106","7281 Graymoor St","","",,,3/22/2024 0:00:00,"Avery A Floor Plan - Our sister brand (Interra Homes)","","","","","","","US","","",," ","3500","",""
"001","GM","00000107","","107","7287 Graymoor St","","",,,3/22/2024 0:00:00,"Remington D Floor Plan - Interra Homes (Our Sister Brand)","","","","","","","US","","",," ","15000","",""
"001","GM","00000108","","108","7293 Graymoor St","","",,,3/22/2024 0:00:00,"Enclave A Floor Plan - Interra Homes (Our sister brand)","","","","","","","US","","",," ","13000","",""
"001","GM","00000109","","109","7299 Graymoor St","","",,,3/22/2024 0:00:00,"Carson A Floor Plan - Interra Homes (Our sister brand)","","","","","","","US","","",," ","12000","",""
"001","GM","00000110","","110","7305 Graymoor St","","",,,3/22/2024 0:00:00,"","","","","","","","US","","",," ","13000","",""
"001","GM","00000111","","111","7311 Graymoor St","","",,,3/22/2024 0:00:00,"","","","","","","","US","","",," ","12000","",""
"001","GM","00000112","","112","7317 Graymoor St","","",,9/24/2024 0:00:00,3/22/2024 0:00:00,"","","","","","","","US","","",," ","12000","",""
"001","GM","00000113","","113","7323 Graymoor St","","",,4/26/2024 0:00:00,3/22/2024 0:00:00,"","","","","","","","US","","",," ","13000","",""
"001","GM","00000114","","114","7329 Graymoor St","","",,,3/22/2024 0:00:00,"Avery D Floor Plan - Interra Homes (our sister brand)","","","","","","","US","","",," ","12000","",""
"001","GM","00000115","","115","7335 Graymoor St","","",,,3/22/2024 0:00:00,"","","","","","","","US","","",," ","11000","",""
"001","GM","00000116","","116","7341 Graymoor St","","",,4/30/2024 0:00:00,3/22/2024 0:00:00,"","","","","","","","US","","",," ","15000","",""
"001","GM","00000117","","117","7347 Graymoor St","","",,,3/22/2024 0:00:00,"Andover A Floor Plan - Interra Homes (Our sister brand)","","","","","","","US","","",," ","15000","",""
"001","HC","00000001","","","6238 Harmon Green Ave.","Byron Center","Kent",,2/24/2017 0:00:00,9/10/2021 0:00:00,"","","","","","","","US","","",,"R","0","",""
"001","HC","00000004","","","6222 Harmon Green Ave.","Byron Center","Kent",,2/27/2017 0:00:00,9/10/2021 0:00:00,"","","","","","","","US","","",,"R","0","",""
"001","HC","00000005","","","6220 Harmon Green Ave.","Byron Center","Kent",,2/27/2017 0:00:00,9/10/2021 0:00:00,"","","","","","","","US","","",,"R","0","",""
"001","HC","00000006","","","6218 Harmon Green Ave.","Byron Center","Kent",,2/27/2017 0:00:00,9/10/2021 0:00:00,"","","","","","","","US","","",,"R","0","",""
"001","HC","00000013","","","6200 Harmon Green Ave.","Byron Center","Kent",,2/27/2017 0:00:00,9/10/2021 0:00:00,"","","","","","","","US","","",,"R","0","",""
"001","HC","00000024","","24","6149 Harmon Green","Byron Center MI","49315",,1/3/2018 0:00:00,11/20/2017 0:00:00,"","","","","","","","US","","",," ","1000","",""
"001","HC","00000025","","25","6147 Harmon Green","Byron Center Mi","49315",,1/3/2018 0:00:00,11/20/2017 0:00:00,"","","","","","","","US","","",," ","-2000","",""
"001","HC","00000026","","26","6145 Harmon Green","Byron Center Mi","49315",,1/3/2018 0:00:00,11/20/2017 0:00:00,"","","","","","","","US","","",," ","2000","",""
"001","HC","00000027","","27","6137 Harmon Green","Byron Center Mi","49315",,11/16/2017 0:00:00,11/13/2017 0:00:00,"","","","","","","","US","","",," ","17000","",""
"001","HC","00000028","","28","6135 Harmon Green","Byron Center Mi","49513",,2/22/2018 0:00:00,11/20/2017 0:00:00,"","","","","","","","US","","",," ","5000","",""
"001","HC","00000029","","","6129 Harmon Green","Grandville, MI","49418",,2/27/2018 0:00:00,1/19/2018 0:00:00,"Walkout","","","","","","","US","","",," ","4000","",""
"001","HC","00000030","","30","6127 Harmon Green","Grandville, Mi","49418",,2/27/2018 0:00:00,1/19/2018 0:00:00,"walkout","","","","","","","US","","",," ","0","",""
"001","HC","00000031","","31","6125 Harmon Green","Grandville, Mi","49418",,2/27/2018 0:00:00,1/19/2018 0:00:00,"Walkout","","","","","","","US","","",," ","17000","",""
"001","HC","00000032","","32","6117 Harmon Green","Grandville, Mi","49418",,8/2/2019 0:00:00,1/19/2018 0:00:00,"walkout","","","","","","","US","","",," ","4000","",""
"001","HC","00000033","","33","6115 Harmon Green","Grandville, Mi","49418",,8/2/2019 0:00:00,1/19/2018 0:00:00,"Walkout","","","","","","","US","","",," ","1000","",""
"001","HC","00000034","","34","6113 Harmon Green","Grandville, Mi","49418",,8/2/2019 0:00:00,1/19/2018 0:00:00,"","","","","","","","US","","",," ","16000","",""
"001","HC","00000035","","35","","Byron Center, MI","49418",,10/11/2017 0:00:00,10/11/2017 0:00:00,"","","","","","","","US","","",," ","0","",""
"001","HC","00000036","","36","Harmon Green","Byron Center, Mi","49418",,10/19/2017 0:00:00,10/19/2017 0:00:00,"","","","","","","","US","","",," ","0","",""
"001","HC","00000038","","38","6124 Harmon Green","Grandville, Mi","49418",,9/13/2018 0:00:00,1/19/2018 0:00:00,"","","","","","","","US","","",," ","12000","",""
"001","HC","00000039","","39","6122 Harmon Green","Grandville, Mi","49418",,9/13/2018 0:00:00,1/19/2018 0:00:00,"","","","","","","","US","","",," ","6000","",""
"001","HC","00000040","","40","6120 Harmon Green","Grandville, Mi","49418",,9/13/2018 0:00:00,1/19/2018 0:00:00,"Daylight","","","","","","","US","","",," ","24000","",""
"001","HC","00000041","","41","6114 Harmon Green","Grandville, Mi","49418",,4/16/2018 0:00:00,1/19/2018 0:00:00,"daylight","","","","","","","US","","",," ","25000","",""
"001","HC","00000042","","42","6112 Harmon Green","Grandville,Mi","49418",,4/16/2018 0:00:00,1/19/2018 0:00:00,"Daylight","","","","","","","US","","",," ","6000","",""
"001","HC","00000043","","43","6110 Harmon Green","Grandville, Mi","49418",,4/16/2018 0:00:00,1/19/2018 0:00:00,"Daylight","","","","","","","US","","",," ","12000","",""
"001","HC","00000044","","44","6098 Harmon Green","Byron Center Mi","49315",,11/27/2017 0:00:00,11/13/2017 0:00:00,"","","","","","","","US","","",," ","22000","",""
"001","HC","00000045","","45","6096 Harmon Green","Byron Center Mi","49315",,12/1/2017 0:00:00,11/13/2017 0:00:00,"","","","","","","","US","","",," ","9000","",""
"001","HC","00000046","","46","6090 Harmon Green","Byron Center Mi","49315",,1/3/2018 0:00:00,1/3/2018 0:00:00,"","","","","","","","US","","",," ","0","",""
"001","HC","00000048","","48","4215 Boynton Hollow Dr","Granville, MI","49418",,10/16/2019 0:00:00,5/30/2018 0:00:00,"","","","","","","","US","","",," ","30000","",""
"001","HC","00000049","","49","4217 Boynton Hollow Dr","Granville, MI","49418",,10/16/2019 0:00:00,5/30/2018 0:00:00,"","","","","","","","US","","",," ","13000","",""
"001","HC","00000050","","50","4219 Boynton Hollow DR","Granville, MI","49418",,10/16/2019 0:00:00,5/30/2018 0:00:00,"","","","","","","","US","","",," ","21000","",""
"001","HC","00000051","","51","4221 Boynton Hollow Dr","Granville, MI","49418",,8/7/2018 0:00:00,5/30/2018 0:00:00,"","","","","","","","US","","",," ","31000","",""
"001","HC","00000052","","52","4223 Boynton Hollow Dr","Grainville, MI","49418",,8/7/2018 0:00:00,5/30/2018 0:00:00,"","","","","","","","US","","",," ","14000","",""
"001","HC","00000053","","53","4225 Boynton Hollow Dr.","Granville, MI","49418",,8/7/2018 0:00:00,9/10/2021 0:00:00,"","","","","","","","US","","",,"","19000","",""
"001","HC","00000054","","54","4239 Boynton Hollow Dr.","Grandville, MI","49418",,6/8/2018 0:00:00,5/30/2018 0:00:00,"","","","","","","","US","","",," ","31000","",""
"001","HC","00000055","","55","4241 Boynton Hollow Dr","Grandville, MI","49418",,6/8/2018 0:00:00,5/30/2018 0:00:00,"","","","","","","","US","","",," ","14000","",""
"001","HC","00000056","","56","4243 Boynton Hollow Dr","Grandville, MI","49418",,6/8/2018 0:00:00,5/30/2018 0:00:00,"","","","","","","","US","","",," ","19000","",""
"001","HC","00000057","","57","4247 Boynton Hollow Dr","Granville, MI","49418",,8/7/2018 0:00:00,5/30/2018 0:00:00,"","","","","","","","US","","",," ","31000","",""
"001","HC","00000058","","58","4249 Boynton Hollow Dr","Granville, MI","49418",,8/7/2018 0:00:00,5/30/2018 0:00:00,"","","","","","","","US","","",," ","14000","",""
"001","HC","00000059","","59","4251 Boynton Hollow Dr","Granville, MI","49418",,8/7/2018 0:00:00,5/30/2018 0:00:00,"","","","","","","","US","","",," ","19000","",""
"001","HC","00000060","","60","6058 Kuiper Dr","Granville, MI","49418",,8/13/2020 0:00:00,5/30/2018 0:00:00,"","","","","","","","US","","",," ","15000","",""
"001","HC","00000061","","61","6056 Kuiper Dr","Granville, MI","49418",,8/13/2020 0:00:00,5/30/2018 0:00:00,"","","","","","","","US","","",," ","0","",""
"001","HC","00000062","","62","6054 Kuiper Dr","Granville, MI","49418",,8/13/2020 0:00:00,5/30/2018 0:00:00,"","","","","","","","US","","",," ","2000","",""
"001","HC","00000063","","63","4238 Boynton Hollow Dr","Granville, MI","49418",,2/17/2020 0:00:00,5/30/2018 0:00:00,"","","","","","","","US","","",,"","6000","",""
"001","HC","00000064","","64","4236 Boynton Hollow Dr","Granville. MI","49418",,2/17/2020 0:00:00,5/30/2018 0:00:00,"","","","","","","","US","","",,"","3000","",""
"001","HC","00000065","","65","4234 Boynton Hollow Dr","Granville, MI","49418",,2/17/2020 0:00:00,5/30/2018 0:00:00,"","","","","","","","US","","",,"","17000","",""
"001","HC","00000066","","66","4220 Boynton Hollow Dr","Granville, MI","49418",,11/22/2020 0:00:00,5/30/2018 0:00:00,"","","","","","","","US","","",,"","3000","",""
"001","HC","00000067","","67","4218 Boynton Hollow Dr","Granville, MI","49418",,11/22/2020 0:00:00,5/30/2018 0:00:00,"","","","","","","","US","","",,"","1000","",""
"001","HC","00000068","","68","4216 Boynton Hollow Dr","Granville, MI","49418",,11/22/2020 0:00:00,5/30/2018 0:00:00,"","","","","","","","US","","",,"","15000","",""
"001","HG","00000186","","186","3963 Denali Dr.","Hudsonville","Ottawa",,4/6/2017 0:00:00,3/21/2017 0:00:00,"","","","","","","","US","","",,"R","0","",""
"001","HH","00000001","","01","8042 Honeysuckle Hill Ct","Grand Rapids MI","49512",,9/30/2020 0:00:00,7/27/2020 0:00:00,"","","","","","","","US","","",," ","0","",""
"001","HH","00000002","","02","8064 Honeysuckle Hill Ct","Grand Rapids, MI","49512",,4/26/2021 0:00:00,9/14/2020 0:00:00,"","","","","","","","US","","",," ","0","",""
"001","HH","00000003","","03","8090 Honeysuckle HIll Ct","Grand Rapids, MI","49512",,8/2/2021 0:00:00,9/14/2020 0:00:00,"","","","","","","","US","","",," ","0","",""
"001","HH","00000004","","04","8112 Honeysuckle Hill Ct","Grand Rapids, MI","49512",,10/8/2020 0:00:00,8/26/2020 0:00:00,"","","","","","","","US","","",," ","0","",""
"001","HH","00000005","","05","8138 Honeysuckle HIll Ct","Grand Rapids, MI","49512",,1/12/2021 0:00:00,9/14/2020 0:00:00,"","","","","","","","US","","",," ","0","",""
"001","HH","00000006","","06","8160 Honeysuckle HIll Ct","Grand Rapids, MI","49512",,4/26/2021 0:00:00,9/14/2020 0:00:00,"","","","","","","","US","","",," ","0","",""
"001","HH","00000007","","7","8155 Honeysuckle HIll Ct","Grand Rapids, Mi","49512",,1/10/2022 0:00:00,9/14/2020 0:00:00,"Lot Comments","","","","","","","US","","",,"","0","",""
"001","HH","00000008","","08","8129 Honeysuckle Hill Ct","Grand Rapids, MI","49512",,6/22/2021 0:00:00,9/14/2020 0:00:00,"","","","","","","","US","","",," ","0","",""
"001","HH","00000009","","09","8155 Honeysuckle HIll Ct","Grand Rapids, MI","49512",,9/10/2021 0:00:00,9/14/2020 0:00:00,"","","","","","","","US","","",," ","0","",""
"001","HH","00000010","","10","8099 Honeysuckle HIll Ct","Grand Rapids, MI","49519",,8/31/2021 0:00:00,9/14/2020 0:00:00,"","","","","","","","US","","",," ","0","",""
"001","HH","00000011","","11","8085 Honeysuckle Hill Ct","Grand Rapids, Mi","49512",,8/31/2021 0:00:00,9/14/2020 0:00:00,"","","","","","","","US","","",," ","0","",""
"001","HH","00000012","","12","8077 Honeysuckle Hill Ct","Grand Rapids, MI","49512",,6/22/2021 0:00:00,9/14/2020 0:00:00,"","","","","","","","US","","",," ","0","",""
"001","HH","00000013","","13","8045 Honeysuckle HIll Ct","Grand Rapids, MI","49512",,9/30/2020 0:00:00,7/27/2020 0:00:00,"","","","","","","","US","","",," ","0","",""
"001","HP","00000041","","41","3334 Sagecrest Dr","Hudsonville, Mi","49426",,3/6/2018 0:00:00,3/2/2018 0:00:00,"70-14-20-220-020","","","","","","","US","","",," ","0","",""
"001","HP","00000044","","","3352 Sagecrest Dr","Hudsonville","Ottawa",,3/2/2017 0:00:00,3/21/2017 0:00:00,"","","","","","","","US","","",," ","0","",""
"001","HP","00000048","","48","3376 Sagecrest Dr","Hudsonville","Ottawa",,7/19/2017 0:00:00,4/10/2017 0:00:00,"WO","","","","","","","US","","",," ","0","",""
"001","HP","00000049","","49","3382 Sagecrest Dr","Hudsonville","Ottawa",,4/19/2017 0:00:00,4/10/2017 0:00:00,"","","","","","","","US","","",," ","0","",""
"001","HP","00000050","","50","3388 Sagecrest Dr","Hudsonville, Mi","49426",,12/1/2017 0:00:00,12/1/2017 0:00:00,"","","","","","","","US","","",," ","0","",""
"001","HP","00000072","","72","6922 City View","Hudsonville, Mi","49426",,8/1/2018 0:00:00,7/19/2018 0:00:00,"70-14-20-279-004","","","","","","","US","","",," ","0","",""
"001","HP","00000073","","73","6906 City View DR","Jenison, MI","49428",,8/1/2018 0:00:00,8/1/2018 0:00:00,"","","","","","","","US","","",," ","0","",""
"001","HP","00000074","","74","6905 City View Dr","Hudsonville, Mi","49426",,12/22/2017 0:00:00,12/22/2017 0:00:00,"","","","","","","","US","","",," ","0","",""
"001","HP","00000082","","82","6908 High Meadow Dr","Hudsonville, Mi","49426",,,3/26/2018 0:00:00,"","","","","","","","US","","",," ","0","",""
